Avventino,Murciano,MURAVV90U12S417C,Moruzzo,Via Giulio zampa 20
Edoardino,Chiala',CH EDA62D19R446H,Porcia,Corso Zanussi l. 64
Morino,Lafori',LAFMOO76O16B660D,Muggia,Localita  Pisciolon 43
Santo,Vigneri,VIGSAN40K09J066V,Duino-aurisina,Frazione Ceroglie 35
Sereno,Boccadamo,BOCSEE51G07G965Q,Muggia,Localita  Fontanella 10
Leonorio,Amoi,AMMLEE17S34Z650Y,Palmanova,Borgo Udine 33
Carduccio,Pentassuglia,PEACAD97C27W507S,Remanzacco,Case Cudicio 2
Sofocle,Dajlani,DAJSOL95F03W314W,Gemona del friuli,Via Godo 164
Ambrogio,Colombo,COOAMB60H29Q515I,Cordenons,Via Romans di sotto 17
Apostolo,Solimeno,SOOAPO24V20T212J,San giorgio della richinvelda,Via Del ciasteler 2
Raulino,Catrini,CARRAA30B28V643H,Cordenons,Via E. fermi 5
Ino,Valletta,VALINO35O16T225V,Aquileia,Vicolo Virginia tonelli 4
Roma,Assettati,ASSROA72U34M310W,Sesto al reghena,Via Casali 11
Dinetto,Licenziato,LIZDIE57I08K886R,Torviscosa,Via Del molino 37
Onisto,Miloro,MILONT88A18E822B,Travesio,Via Castello 6
Armandino,D'agata,D AARD31V18B143E,Latisana,Via Galileo galilei 0
Fortino,Rocco,ROOFON43K31Q607U,San giorgio di nogaro,Via Piave 42
Marietto,Giancipoli,GIAMAE09Q02F505X,Budoia,Via Antonio cardazzo 43
Mose,Donnantonio,DOOMOE85B28J592J,Brugnera,Via Turati 6
Cavour,Megha,MEGCAO81G17E446B,Azzano decimo,Via Runtine 7
Goliardo,Vetta,VETGOO17E12N064U,Lignano sabbiadoro,Viale Dei fiori 18
Leonillo,Casi lebbe,CAELEN85N05N490G,Pordenone,Via Stradelle 6
Clino,Tarentini,TANCLI51B33E718H,Meduno,Via Spilimbergo 1
Alduccio,Bettini,BEIALO72F16O551Y,Romans d'isonzo,Via Cividale 44
Foriero,Clopotel,CLLFOO47G21D734L,Premariacco,Via San giusto 5
Mentino,Storelli,STEMEE10Y22I098K,Montereale valcellina,Via Roma 42
Milano,Dimitrova,DIMMIL05T21P977Y,Santa maria la longa,Via S. stefano 6
Baldassarre,Pedone,PEOBAL70B24X641D,Montereale valcellina,Via Risorgimento 4
Russardo,Palasciano,PAORUS49S11H538W,Cassacco,Via Belloni a. 2
Selvino,George sathiaruban,GEHSEE93S00W562P,Lignano sabbiadoro,Viale Delle arti 15
Ardoino,Agrimi,AGMARO53Q31Q944K,Tricesimo,Via Dei boreatti 16
Gaetanino,Ingrossi,INSGAT83T10U953L,Aviano,Via Del santuario 1
Fiorento,Rafaschieri,RARFIO63Q27J061T,San giorgio della richinvelda,Via Ferruccio obberoffer 21
Omodeo,Fraschetti,FRTOMO13O19C201R,Moimacco,Via Chiarandis 10
Appio,Storella,STLAPI13Y12O986R,Duino-aurisina,Frazione Sistiana 10
Derino,Ciciriello,CIRDEO44Z31T800L,Fanna,Via Toffoli 200
Roveno,Taccone gallucci,TACROE69L32G092J,Buja,Via Arrio 22
Lieto,Viglietti,VIILIT72R20J578C,San giorgio di nogaro,Via Di toppo vasserman 69
Cadornino,Toskic,TOKCAN71R23R484B,Majano,Frazione Farla 62
Signorello,Loiacono,LOOSIL53Z07E314D,San quirino,Via Cesiol 8
Elia,Formoso,FOMELL71M08H046V,Frisanco,Via Tezza 33
Aldegondo,Mastropasqua,MASALL70K25A292O,San giovanni al natisone,Via Corniai 5
Mirano,Coriano',COOMIR60G24Z149W,Muggia,Calle Monticula 6
Cristofaro,Rovelli,ROECRF38X03F908U,Lignano sabbiadoro,Villaggio Europa 52
Fermo,Luzio,LUZFEE49O12K861S,San martino al tagliamento,Via Maggiore 22
Genunzio,Torraco,TOCGEE02L10L830P,Corno di rosazzo,Via Pietro zorutti 41
Gianello,Vinci,VICGII93Z15H976T,Medea,Via Zorutti 3
Cristofolo,Dargenio,DARCRO86I23X611R,Cividale del friuli,Via Europa 3
Agatino,Sureshkumar,SUMAGI52W19V896C,Azzano decimo,Via Vittorio veneto 10
Giudo,Ozga,OZGGIU35M28J958O,Lignano sabbiadoro,Via Arco della ginestra 8
Liso,Cataudella,CAALII85A18F241E,Azzano decimo,Via Cav. di vitt.veneto 6
Enerino,Raza,RAZENN67O37I501A,Cassacco,Via Palpor 2
Ridolfo,Omaggio,OMGRIO22R27B189D,Cervignano del friuli,Vicolo Corto 6
Geronzio,Sasikumar,SAIGEO36P12U618Z,Cividale del friuli,Via Borgo san domenico 32
Cammillo,La greca,LAECAA70U10N919V,Remanzacco,Via Ristori adelaide 32
Biase,Scollato,SCTBII82T20G869Z,Cividale del friuli,Via Carlo alberto 24
Opelio,Cerra,CEEOPE33K15G970C,Aviano,Via Del borgo 15
Formenzio,Innocenzio,INCFOZ57Q36N055J,Remanzacco,Via Della stazione 35
Obed,Scipioni,SCIOBE67E02U873B,Torviscosa,Ferrovia Ferrovia venezia - trieste 4030
Cleontino,Madaghiele,MAECLL70Z10P418B,Cividale del friuli,Stretta Giacomo matteotti 8
Ramberto,Ferrandino,FEARAR67Q32Z606K,San giovanni al natisone,Via Chiopris 137
Benno,Cuscuna',CUCBEO48Z30T064H,San giorgio di nogaro,Via Di toppo vasserman 22
Silfrido,Guerriero,GUESID32D37R035Q,Tricesimo,Via San giovanni 34
Filelfo,Di ciaula,DICFIF05O27H525Z,Travesio,Via Villa 36
Ropeo,Roggerone,ROGROE48F20H044G,Pordenone,Via V. candiani 20
Beniamino,Karim,KAMBEE37L23G443C,Cervignano del friuli,Via Gorgo 2
Fanino,Maiorana,MAAFAO36B05T169W,Campolongo tapogliano,Corso Volta 9
Amanzio,Moscatelli,MOTAMZ22S29Z612I,Pordenone,Via Cansiglio 7
Prando,Giorgi,GIRPRA03Z11M357P,Erto e casso,Via Sant' antoni 14
Ernino,Motta,MOTERI67P24Y337L,Porpetto,Via Udine 3
Ardito,Dantes,DASARD50T13N477K,Tramonti di sotto,Localita  Barzanai 1
Ermenegildo,Gaeta,GATERO71D07R542F,San quirino,Via Casagrande 16
Paulus,Kuppusamy,KUMPAS45O26V958B,Duino-aurisina,Frazione Sistiana 56
Iliano,Cesi,CEIILO03K32T220E,Gonars,Via V. veneto 102
Enoc,Calviello,CAEENN36N17N892C,Pagnacco,Via Torreano 12
Moderato,De barberiis,DESMOO60H35T141E,Casarsa della delizia,Via Valvasone 57
Adeo,Villanueva,VILADE40H19O532Y,Aquileia,Corso Antonio gramsci 14
Floriano,Giuranna,GINFLO44G39I002S,Muggia,Via Dei carpentieri 4
Levantino,Di sansebastiano,DINLEI68I09G208Y,San dorligo della valle - dolina,Frazione Lacotisce 438
Cherubino,Corbari,COOCHH66D14J409K,Santa maria la longa,Via Tor cop 10
Dimma,Gassi,GAADIA29M39F592K,Medea,Via Trieste 6
Manilio,Mazza,MAZMAO19L11F420P,Pordenone,Via Montereale 3
Caffieri,Porzio,POOCAI76G03Y729K,Montereale valcellina,Via Cellina 5
Crocifisso,Polverino,PORCRC44Q18P399G,Lignano sabbiadoro,Via Raggio di ponente 8
Rudio,Grattagliano,GRTRUI77F30M491A,Pordenone,Via San leonardo 5
Orvelio,Pettorino,PETORR16X16L989E,Cividale del friuli,Via Darnazzacco 47
Prassitele,Manfreda,MAFPRE19P19F835U,Clauzetto,Via Gerchia 9
Carissimo,Pasimeni,PASCAS97H05W484E,Buja,Via Beorcjte 8
Aldobrandino,Bocco,BOCALN60H14L709I,Tavagnacco,Via E. fermi 124
Alfierino,Gallone,GAEALI84H18I037L,Azzano decimo,Via Armentera 5
Ormisda,Bisceglia,BIEORR45G16E959M,Pordenone,Vicolo Delle acque 6
Ileano,Mortella,MOAILO17C26Z713M,Pagnacco,Via Del cormor 7
Rifeo,Gnutti,GNIRIF42Z11T041U,Campoformido,Via C.percoto 12
Clorindo,Pol,POLCLD12C05U423H,Fiumicello,Via Tiel 16
Alfonsino,Denitto,DEEALL64H28H774K,Porcia,Via Della centa 13
Cadorna,Schepis,SCECAR28X04B101X,Arzene,Via Calderuzza 2
Raffalele,Fusaro,FUORAA82H13C125O,Buja,Via Avilla 26
Alvaro,Cremonesini,CREALV32W30G828W,Porpetto,Via Palmanova 13
Onesimo,Montanino,MOOONS19Q05J964K,Farra d'isonzo,Viale Riccardo pitteri 3
Prescillo,Rigliaco,RILPRE99F04N475F,Fontanafredda,Via M. buonarroti 1
Illidio,Bernabo',BEOILL01Z35O235D,Sequals,Via Garibaldi 10
Salvadore,Bhati,BHHSAE15M24V228F,Lignano sabbiadoro,Viale Delle palme 39
Marino,Lio,LIIMAO09W17Q589B,Remanzacco,Via Deganutti 22
Lisimaco,Pellecchia,PEILIA79H35X538A,Santa maria la longa,Via Aquileia 10
Ramondo,Cannillo,CALRAA71M08M140G,San giovanni al natisone,Via Casali 66
Giovanfelice,Rollo,ROOGIN45F25M581P,Cordenons,Via E. riosa 7
Reanto,Cocola,COCREO67S23L576X,Polcenigo,Vicolo Nussa 5
Piero,Boatti,BOTPII40J05L678M,Sesto al reghena,Via Giotto di bondone 3
Refenio,De pascalis,DEAREN64Z34H682K,Martignacco,Via Faugnacco 6
Leo,Mazzo,MAOLEE33Z10E282A,Cervignano del friuli,Via 24 maggio 14
Orio,Simeone,SIOORO33S04H304P,Pasian di prato,Via Roma 77
Cleanto,Serino,SEOCLL88G11O739G,Fiumicello,Via S. antonio 34
Geminio,Borghesi,BOIGEM60Z33K854N,Porcia,Via Porto 2
Bardomiano,De silvestri,DEVBAI03F16Z335S,Premariacco,Via Daniele cernazai 51
Gaudio,Maggiulli,MAGGAO03E26A808Q,Brugnera,Via Leonardo da vinci 1
Eutichiano,Sri brahmana mudiyanselage,SRNEUI77F15D913Y,Tarcento,Via V.alfieri 51
Marcelliano,Cito,CIOMAI59B17D305W,Porcia,Via Roveredo 12
Ricordino,Aufieri,AUFRIN27P32U312F,Cordenons,Via D'aviano 11
Rineo,Squitieri,SQTRIO67B19O372J,Pinzano al tagliamento,Viale Vittorio veneto 3
Regildo,Fortu,FOTREI32H14K614I,Porcia,Via Trento 24
Pierfrancesco,Hardy,HADPIS08K27N559D,Tarcento,Via J.tomadini 4
Onesimo,Spedicato,SPCONS98I35O665X,Buja,Via Gravate 8
Liberatore,Grattagliano,GRALIB25S10W163A,Campoformido,Via Santa barbara 39
Irenio,Diglio,DIGIRN17U09L120S,Marano lagunare,Via Raddi gerolamo 1
Bonino,Ivancevich,IVCBOO50C23C260D,Teor,Via Del bersagliere 60
Elenio,Donnantonio,DOOELN75C06N995I,Buja,Via Ursinins grande 129
Letanzio,Gambino,GAALEN16F09J248Q,Pasiano di pordenone,Via Gradisca 67
Carminuccio,Jeyadas,JEACAI57U34C831N,Cividale del friuli,Piazza San nicolo' 7
Ianni,Massetti,MASIAA91Y30A341K,Cividale del friuli,Via Carlo alberto 19
Guerino,Benincasa,BEIGUI45A32Q215N,Polcenigo,Via Coltura 47
Desiderio,Morisco,MORDEE38Q33V964U,San giorgio della richinvelda,Via Della pace 10
Oneglio,Agrosi',AGOONN43R06F906B,Cividale del friuli,Via Galileo galilei 108
Antigono,Buja,BUUANT84D02Q058Z,Porcia,Via Dogana 29
Angiolo,Valguarnera,VARANL14F30N970O,Vito d'asio,Via Delle croci 19
Osasco,Piras,PIAOSS21N31B782K,Fiumicello,Via Tiel 14
Ovaldes,Gemello,GEEOVA42C21O029F,Pasian di prato,Via Colloredo 58
Biasio,Battipaglia,BAGBIS26W38J872O,Pordenone,Via Dogana 36
Amore,Carletti,CATAME46E30A560C,Porcia,Via Zanella g. 7
Finisio,Ivanova,IVOFII68T18C253B,Pordenone,Via Monte santo 5
Giovanbattista,Mastromauro,MAAGII79B32Y953I,Porcia,Via Repolle 2
Lucillo,Migliavacca,MIALUU69M15H614E,Buja,Via Sottocostoia 43
Altiero,Verifica,VEFALE24M15F245J,Cordenons,Via Meduna 11
Folo,Leggieri,LEEFOL76A03K450W,Tarcento,Via Borgobello 39
Evaristo,Occhionero,OCHEVI42U08O251W,Gemona del friuli,Via Nazionale 42
Rinaldino,Belishova,BEHRII01F25R559Z,Gonars,Via Roma 41
Laurenzio,Treglia,TRRLAR09Q07J290N,Tramonti di sopra,Borgata Clez 1
Dismo,Patino,PAODIM75K04X549W,Pordenone,Via Della colonna 35
Bonifacio,Taraku,TAKBOI27P38O400Y,Frisanco,Borgo Plan delle merie 73
Santi,Trombetta,TRBSAI62I10U828B,Casarsa della delizia,Via S. biasutti 14
Bastiano,Diviggiano,DIGBAN18U05I889N,Artegna,Via Sottomonte 14
Olderico,Cardia,CAAOLC58H35B365T,Pasiano di pordenone,Via Bosco di cecchini 19
Nelusko,Quintavalle,QUINEK58J08O827A,Meduno,Via La suars 19
Elmo,Tedeschi,TEHELM14H15L905W,Buja,Via Sottocolle 38
Guccio,Jancusova,JAOGUU46Z36K114Q,San giorgio della richinvelda,Via San giovanni 20
Noberto,Monteduro,MOTNOB21U22Q357X,San giovanni al natisone,Via Molin nuovo 2
Abele,Monastirioti,MOAABL74I26T282U,Fontanafredda,Via M. giol 51
Didio,Marchitiello,MATDIO94T28B772B,Porcia,Via Mille 9
Costanzo,Angeletti,ANECOS20A03I784U,Cividale del friuli,Viale Gemona 82
Sistilio,Crespini,CRRSIT94G25P860S,San giorgio di nogaro,Via Del rio 30
Amando,Degl'innocenti,DEEAMN55V06P179S,Casarsa della delizia,Via Piave 8
Leocadio,Bucsa,BUSLEE54B00J371R,Fiumicello,Via Verdi 7
Neo,Bentivoglio,BEVNEO54S35N348M,Lignano sabbiadoro,Via Udine 57
Aliviero,Balasingam,BAAALV04G00R367Y,Cordenons,Via Pal piccolo 8
Elso,Iatta,IATELO06E07F666M,Roveredo in piano,Via Taviela 6
Eleonoro,Convenga,COGELR62M21N292N,Pordenone,Via Oslavia 23
Alimo,Capecchi,CAEALI09Z33B173D,Gemona del friuli,Via Bersaglio 80
Benildo,Lestingi,LEIBED95U01P750O,San daniele del friuli,Via Nazionale 83
Amanto,Nocerino,NORAMN64Q15W512M,Fontanafredda,Via G. pascoli 7
Deonisio,Anglano,ANNDEO33G29W137X,Latisana,Via Stretta 0
Afrodisio,Bezzi,BEIAFF46B21X066E,Latisana,Via Aquileia 0
Ardovino,Ricchiuti,RICARO41B07J551R,Marano lagunare,Via Capo nord - loc.aprilia mar. 5
Aiuto,Ivancevich,IVEAII17T09G357Y,Farra d'isonzo,Via Montisel 14
Silfrido,De leo,DELSII38U31F219R,Cordenons,Via Del cristo 75
Rami,Kuri,KUIRAA16P24V274R,Porpetto,Via Corridoni f. 14
Nilo,Chajko,CHJNII46Z11P847M,Polcenigo,Via Betulle 9
Manolo,Rottola,ROLMAO99R26G111W,Pordenone,Viale Venezia 64
Betto,Pascale,PASBET96Y37C825V,Morsano al tagliamento,Via Latisana 1
Arzenio,Baino,BANARI29Y24Q828Q,Remanzacco,Strada Per prepotto 25
Alfredo,Tanelli,TALALE72A21X603E,Travesio,Via Mazzini 84
Gogliardo,Trento,TRRGOR62V02Q066L,Tarcento,Viale D.stazione 71
Balduino,Valletta,VAABAL27D32V070Z,Azzano decimo,Via D. luigi padovese 16
Fabrino,Febbraro,FEBFAB40A01J051M,Pasiano di pordenone,Via Candia 4
Agatone,D'oria,D  AGN13L39F858M,Pavia di udine,Via Gorizia 5
Olgo,Balla,BAAOLG33A29R310S,Muggia,Via Dei marangoni 4
Peppe,Indrizzi,INIPEP66F16F245S,Pordenone,Piazzetta C. costantini 5
Realdino,Brindisino,BRSREI65O12A680B,Pordenone,Via D. chiesa 6
Quintilino,De donato,DEEQUN53I23L804K,Palmanova,Borgo Cividale 41
Rizzi,Passaretti,PAERIZ84F17D129U,Martignacco,Via Del mulino 37
Alfieri,Gruda,GRRALF23H08J178M,Arzene,Via Santelena 51
Felicetto,Neglia,NEEFEE86M21P532S,Muggia,Via Dei meccanici 8
Aquila,Antonini,ANNAQI20R09A208H,Pavia di udine,Via Del molino 10
Amabilio,Dadhich,DAHAMA28G37B062C,Porcia,Via Rio bujon 14
Otello,Gigante,GINOTO76C20Y347M,Pordenone,Via S. caboto 26
Salvuccio,Vissicchio,VISSAC40Q23T038E,San giorgio della richinvelda,Via Borgo meduna 48
Silverio,Ciobanu,CIBSII87K09Q414P,Pasian di prato,Via Monti 19
Orlando,Piccirillo,PIIORN00Y34O884Y,Montereale valcellina,Via Maniana 14
Fiorio,Caporaso,CAAFIO31P20B475I,Tavagnacco,Via Udine 67
Metardo,Da silva,DAAMET53S38I546N,Medea,Via Xxiv maggio 2
Smeraldo,Boudarja,BODSMO26F07K697P,Artegna,Via Sottocastello 15
Neddo,Ferrarese,FERNEE38J30F169D,Azzano decimo,Via Armentarezza 6
Roselino,Corpus,COOROI33O37J018R,Spilimbergo,Via Tagliamento 19
Carisio,Natale,NATCAI81S00F515H,Cividale del friuli,Via Borgo san pietro 66
Giovanbattista,Prinari,PRRGIV25H06H801R,Spilimbergo,Via Tramonti 2
Alerino,San martino,SATALL06V20D139Y,Pordenone,Via Piave 80
Alfiero,Lobelle,LOEALE81M09C068Z,Bagnaria arsa,Via Le mura 2
Ottorino,Pavalanayagam,PAGOTT31Q07R367L,Cordenons,Via Noncello 65
Mughetto,Raco,RAOMUE77P06E714X,Pradamano,Via Chino ermacora 47
Libiano,Fiorentino,FINLIB67J16E125P,Cividale del friuli,Via Darnazzacco 36
Fiorenzio,Kajendran,KAAFIO42H17R164C,Remanzacco,Via Dell' arma azzura 26
Asmaro,Coccioli,COIASO46V30M378L,Cordenons,Via Melonera fornat 23
Ferledo,Nirojan,NINFEE10S11L448B,Tramonti di sotto,Via Pradileva 1
Disma,Gennaro,GENDIM99Z06D028P,Tramonti di sopra,Localita  Sottrivea 5
Pitagora,Petrucci,PERPII58E26N092T,Pordenone,Via F. flora 6
Reduino,Ruffo,RUOREI90R21E999Z,Tramonti di sopra,Borgata Inglagna 35
Giovenale,Galli,GALGIV26R12C088S,Campoformido,Via San sebastiano 5
Eucarpio,Agnoli,AGNEUI06V21L427P,Lignano sabbiadoro,Via Arco della luna 5
Rondello,Campilongo,CALROE95R25A721U,Pasiano di pordenone,Via Croce 7
Fabrio,Marzano,MAOFAI23X30J959D,Tavagnacco,Via Dalmazia 23
Giangiacomo,Stoja,STJGIA95K00N675O,Tramonti di sopra,Borgata Selva 1
Restituto,Caso,CAAREE27O06X111R,Majano,Via Deveacco 53
Betto,Fontana,FOABEE69T09K832X,Pordenone,Via Storta 6
Avanti,Cotugno,COOAVA81F16Y407T,Muzzana del turgnano,Via Roma 87
Frumenzio,Falerno,FAOFRM82H07R595G,Pinzano al tagliamento,Via Roma - valeriano 11
Roderico,Rotigliano,ROIROC73A27C985U,Remanzacco,Via Ronchis 34
Olgo,Fedelin,FENOLL92I30F533Y,Reana del rojale,Via Chiararis 4
Iro,Pambain,PAAIRR33X38G952W,Lignano sabbiadoro,Via Arco dell'alba 24
Rovido,Marende,MADROV93Z37T985K,Coseano,Via San biagio 6
Lao,Celotto,CETLAO21Z12Q238C,Casarsa della delizia,Via S. biasutti 80
Leopoldino,Maquimot,MAALEI09C30V000X,Buja,Via Santo stefano 108
Barsanofio,Maisto,MATBAA27C34T170I,Montereale valcellina,Via Kennedy 21
Rofillo,Brecciarolla,BREROF90H11N948K,Tramonti di sopra,Borgata Selva 5
Buonfiglio,Pasquariello,PALBUO16W07N844K,Brugnera,Via Casut 48
Orsino,Mazzara,MAZORS09D28K207F,Maniago,Vicolo Chiuso 4
Leo,D'aloia,D ILEO66T39X231D,Castelnovo del friuli,Localita  Romagnoi 12
Getullio,Villanti,VINGEE12L24S567H,San dorligo della valle - dolina,Frazione Mattonaia 603
Elmireno,Aliprandi,ALIELN72L20Y575H,Azzano decimo,Via Pradolino pedrina 6
Orando,Cianfano,CIIORO45J03O625X,Gradisca d'isonzo,Viale Kennedy j. f. 3
Olivio,Tirico,TIIOLI37Q05L548P,Brugnera,Via S. michele - s. cassiano 61
Remes,Bizzotto,BIZREM92G05S606E,Coseano,Via Maggiore 92
Desolino,Bucciero,BUCDES09Z21T249P,Cividale del friuli,Strada Di madriolo 29
Gentilino,De bartolo,DERGEN26N22D153N,Teor,Via Udine 9
Piersilvio,Ruello,RUEPIL90S29A149Y,Santa maria la longa,Via Aquileia 1
Peppi,Gobithan,GOBPEI21K02E360I,Cassacco,Via Delle mura 16
Rossano,Lapa,LAAROA39K06F362O,Pradamano,Via Torricelle 6
Boris,Di mola,DIIBOO14L25A255V,San daniele del friuli,Via Straduce 8
Iona,Bejan,BEAIOA22J28Z994Y,San martino al tagliamento,Viale Rimembranza 8
Andrea,Calvaruso,CASAND67Y09F033H,Azzano decimo,Via Cesena principale 48
Edelberto,Cantanna,CAAEDL43X11N751Q,Gemona del friuli,Via Picco 40
Demetrio,Di guardo,DIODEE07H13V790S,Cividale del friuli,Via Della ferrovia 7
Nerio,Quinto,QUONEO88B19I770F,Tramonti di sopra,Via Castello 2
Attila,Ramkumar,RAKATL38Q33P879T,Artegna,Via Sottomonte 27
Crescenzo,Manna,MANCRR05B38S201K,San giovanni al natisone,Via G. b. tiepolo 8
Consalvo,Scarlino,SCOCOV34V04E237V,Buja,Via Liberazione 18
Paolino,Manda,MAAPAI45S23J828C,Latisana,Via Vendramin 0
Fidio,Filipczyk,FIZFII35Q22I589T,Budoia,Via Pedemontana occ. 31
Aristotile,Cazzola,CAAARI98T38Q649U,Teor,Vicolo Treponti 11
Aldobrando,Maisto,MAOALD57X13O536C,Fiumicello,Via Rigonat 20
Gelardo,Chiurazzi,CHUGEA66V01O413G,Remanzacco,Case Cudicio 12
Corino,Bardaro,BAACOR19U26K003B,Buja,Via Saletti 14
Cirino,Caretta,CATCIR69Q10V069S,Lignano sabbiadoro,Via Arco dell'alba 67
Leonida,Angelozzi,ANELEA85Z36P694H,Gonars,Via V. veneto 171
Olivieri,Mino',MI OLI90W14Y575T,Porcia,Via Dogana 13
Lello,Rapino,RAALEO76D17G847G,Remanzacco,Via Premariacco 73
Gualfredo,Abisso,ABBGUF30I21T349X,Palazzolo dello stella,Via Della laguna 81
Bonfante,Selvanayagam,SEGBOF07L03J813C,Palazzolo dello stella,Via Della laguna 143
Giovanmaria,Facchini,FAIGII36R15B739J,Fontanafredda,Via Casut 109
Buovo,Limelli,LIIBUV92H26R213Q,Tarcento,Via Tricesimo 10
Olderico,Decimo,DEEOLI21T08E002O,Aviano,Via Ermes da colloredo 2
Egerio,Famularo,FALEGO94H06Y423U,Remanzacco,Via Di mezzo 11
Miroslavo,Mastrocinque,MAIMIR36C05V408Q,Aquileia,Via Livia 4
Roselio,Gallagher,GAEROS73S08M440J,Tricesimo,Via G. pellizzari 9
Coraggio,Profilo,PRICOA94J32K526U,Pordenone,Via Mazzini 16
Noemio,Kamaj,KAANOE56E35V806L,Pinzano al tagliamento,Via Xx settembre 65
Inerio,Toraldo,TODINR29I26N480X,Cassacco,Via Zorutti p. 10
Natalino,Angeletti,ANGNAI02Z32M106M,San giovanni al natisone,Via Quattro novembre 75
Romolo,Brambilla,BRAROM47M38S152V,Morsano al tagliamento,Via Gravuzze 5
Finau,Scarano,SCNFIU55Y05K365Y,Marano lagunare,Via Lignano 10
Ferraro,Muolo,MUOFEO51S20J105W,Aviano,Via Montello 50
Lilliano,Criscolo,CRRLIL28F10W435R,Cividale del friuli,Via Rualis 34
Leterio,Benedetto,BEELEI66U00D691O,Chions,Via Panigai 14
Erardo,Stigliano,STTERA18V31C168U,Castelnovo del friuli,Localita  Belus 13
Olmer,Beltrante,BENOLM55M29Z370J,Fontanafredda,Vicolo Rive dei cuoi 47
Raffaele,Branco,BRCRAE48Z26C208W,Chions,Via Vittorio veneto 68
Loro,Di vita,DIALOO04Q02A043T,Trivignano udinese,Via Strada triestina 1
Oclerio,Vasile,VAAOCC10R27Y410A,Duino-aurisina,Frazione Sistiana 57
Gesuino,Colaci,COIGES28Q00L938E,Aviano,Via Monte cavallo 4
Osiano,Tarantino,TAAOSN87W31X707A,Pasiano di pordenone,Via Codope 80
Ortenzio,Polimeno,POOORI30K22A184M,Campoformido,Viale Dei patriarchi 57
Guadagno,Michalopoulos,MICGUA90Q12B761A,Martignacco,Via S.carlo 7
Alfano,Serino,SERALO93S36L292P,Teor,Via Del bersagliere 11
Carolino,Tocci,TOICAA71J22C472A,Premariacco,Via Cividale 78
Ellenio,Corpus,COSELO04I12W174A,Tramonti di sopra,Via Venezia 14
Paulo,Apostolou,APTPAA51P07P558E,Pavia di udine,Via Selvuzzis 7
Romilio,Lato,LAAROM45H24E471R,Remanzacco,Strada Statale 54 del friuli 29
Primizio,Malo,MAOPRI65F38L120O,Remanzacco,Strada Per prepotto 39
Ambro,Zapparrata,ZAAAMO68Y18E987U,Morsano al tagliamento,Piazza Daniele moro 11
Ediliano,Juvathasan,JUNEDO29J18W128F,Coseano,Via Della pace 49
Egiziano,Farella,FALEGZ95I16X690P,Sequals,Via G. d. facchina 87
Ropeo,Corsino,COOROE38J07L693O,Travesio,Via Verdi 56
Ostiglio,Cammarata,CAMOSO29C30J258T,Majano,Frazione S.eliseo 59
Giangaetano,Roselli,ROLGIA67E38F827S,Buja,Via Solaris 30
Merindo,Genesio,GESMEE60D32V086V,Lignano sabbiadoro,Via Raggio del bisato 3
Gallo,Narduzzi,NAUGAL62H25P667N,Casarsa della delizia,Via E. morassutti 8
Rinaldi,Da conceicao,DAARII53T33S829B,Lignano sabbiadoro,Calle Cezanne 2
Azzo,Solinas,SOOAZO61X26T540Z,Duino-aurisina,Frazione Aurisina 28
Battistino,Albergo,ALLBAO19M03N724W,Porcia,Via Correr 64
Feltre,Goiciu,GOOFEE46G21K559K,Duino-aurisina,Frazione Aurisina cave 78
Evasio,Covalenco,COVEVO33K27C904S,Moruzzo,Via Centa 2
Camillo,Arizi,ARICAL07N16V704I,Frisanco,Via Roma 17
Conitto,Elefante,ELFCON87O34X148U,Pordenone,Via Mestre 15
Golfredo,Gemma,GEMGOO73F31D670E,Majano,Frazione Tiveriacco 200
Crisanto,Lorenzo,LORCRO66U08B867F,Fontanafredda,Via Brig. osoppo 75
Eumene,Bienna,BINEUU68G05B037X,Buja,Via Beorcje 22
Beniamino,De nitti,DETBEN27Q12H626D,Maniago,Vicolo Malattia della vallata 6
Marziano,Centonze,CEOMAA82Q36P255G,Erto e casso,Via Serada 34
Revilio,Carrelli,CARREI51G39Q271M,Pordenone,Via L. pirandello 15
Fides,Nardelli,NAIFIE38X12K531H,Tramonti di sotto,Localita  Cleva di sotto 1
Bianco,Igginosa,IGOBIA20T17C465I,Gradisca d'isonzo,Via Garibaldi g. 39
Aquila,Nazaj,NAJAQA88D21J195E,Pagnacco,Via Cividina 22
Fiorendo,Sportella,SPPFII71F15D999G,Pagnacco,Via Delle betulle 64
Aronne,Profeta,PRTARR46Z14S391O,San giorgio di nogaro,Via Del macello 18
Ausonio,Pistoia,PIIAUN53V03Z533Q,Azzano decimo,Via Geresina 9
Maffio,Morgagni,MOAMAF28Z36V620G,Palmanova,Via Udine 23
Ortenzio,Fantastico,FASORO42U13D758V,Duino-aurisina,Frazione Duino 71
Dalmata,Canaris,CANDAM71Z35T387U,Ragogna,Via Vittorio veneto 27
Gastone,Portaluri,PORGAE17G08Q275C,Azzano decimo,Viale I maggio 59
Forleo,Rajkumar,RAAFOE37N25Z315F,San quirino,Via San eurosia 38
Lilliano,Plati,PLALIN06I38R086M,Pozzuolo del friuli,Via Nicolo paganini 0
Fidalmo,Gervasi,GERFIO39T03K460L,Moruzzo,Strada Dei colli 3
Azio,Atanasova,ATOAZZ04Y36V471Z,Budoia,Via Della chiesa 12
Falando,Ganeshalingam,GAGFAD14N37W753K,Pordenone,Via Brigata toscana 10
