Carluccio,Massi,Maxi di s.r.l.,azienda,MASCAL22Y19G071B,San vito al tagliamento ,Viale Zuccherificio  
Omer,Longobardi,Maxi di s.r.l.,azienda,LOBOMR53O03B775W,Udine ,Via Mantova  
Ottone,Assalve,Maxi di s.r.l.,azienda,ASLOTT71U06P133Q,Latisana ,Piazza Matteotti  
Nievo,Musca,Maxi di s.r.l.,azienda,MUUNIV51Z20M747L,Fagagna ,Via Spilimbergo  
Igor,Belgioioso,Maxi di s.r.l.,azienda,BEOIGO04C14P065A,Trieste ,Via del Destriero  
Fiorento,Tortorella,Maxi di s.r.l.,azienda,TOAFIO16V27X612H,Gorizia ,Via del Monte Santo  
Aussenzio,Carbotti,Maxi di s.r.l.,azienda,CAOAUN65J33Q508R,Latisana ,Via Crosere  
Licerio,Taurino,Maxi di s.r.l.,azienda,TAULIO10L06Z362E,Sacile ,Viale Repubblica  
Eccelso,Chirienti,Maxi di s.r.l.,azienda,CHTECO02L03K019J,Aviano ,Via Pordenone  
Cenzo,Capuano,Maxi di s.r.l.,azienda,CAACEZ32Y34O609O,Gorizia ,Via Gregorcic Anton  
Pubblio,Masi,Maxi di s.r.l.,azienda,MAIPUL62O38O659I,San giovanni al natisone ,Via Nazionale  
Pergentino,Marzio,Maxi di s.r.l.,azienda,MAAPEE75O08H622U,Tarcento ,Viale Giacomo Matteotti  
Monserrato,Colasanto,Maxi di s.r.l.,azienda,COTMOS27H22C901M,Ronchi dei legionari ,Via Garibaldi Giuseppe  
Novellino,De jesus,Maxi di s.r.l.,azienda,DEUNOV25R09W610D,Staranzano ,Via Brigata Fratelli Fontanot  
Adreano,Citta,Maxi di s.r.l.,azienda,CIIADA22R37H574F,Trieste ,Via de Bachino Villan  
Lavinio,Tharmalingam,Maxi di s.r.l.,azienda,THALAI33Z35D234Z,Monfalcone ,Viale San Marco  
Orlando,Malvarosa,Maurizio melon e c.snc,azienda,MAAORD30H14L336K,Trieste ,Via Stuparich Carlo e Giani  B 
Cecchino,Scipioni,Mattiussi idreno c/o citta' fiera,azienda,SCCCEC52E17Z373V,Martignacco ,Via Antonio Bardelli  
Silfrido,Chiantera,Massimo rebecchi c/o palmanova outlet,azienda,CHNSIO86C31D597L,Aiello del friuli ,Strada Provinciale  
Aventino,Prudenzano,Marville c/o tiare shopping,azienda,PRNAVV94R12P195R,Villesse ,Localita Maranuz  
Guidone,De giuseppe,Martin ordenana fotografo c/o friuli,azienda,DEGGUD66Y03E349R,Tavagnacco ,Via Nazionale  
Rino,Lugnan,Market s. andrea di nanut massimiliano & c. s.a.s.,azienda,LUARIO74W28F482D,Gorizia ,Via del s  Michele  
Romando,Jeyakumar,Market pesek di altin lorenzo,azienda,JEYROO03W12W496N,Trieste ,Localit   Basovizza   Basovizza
Rizzerio,Amati,Market pesek di altin lorenzo,azienda,AMTRIZ43C11O699J,Trieste ,Via Gruden Igo   Basovizza
Ivonetto,Martina,Market il bottegone,azienda,MAIIVO07M33E495C,Gradisca d'isonzo ,Via Udine  
Osiris,Di cillo,Marionnaud c/o montedoro shopping center,azienda,DI OSI79O10S212I,Muggia ,Via Flavia di Stramare  
Florinto,Cantarini,Marina militare,azienda,CAIFLO39V00B753X,Aiello del friuli ,Sp 
Marsiglio,Lagrotta,Mansutti c/o citta' fiera,azienda,LAGMAA70H16D963E,Martignacco ,Via Antonio Bardelli  
Ottilio,Mazzei,Mango c/o citta' fiera,azienda,MAEOTT27J13G208C,Martignacco ,Via Antonio Bardelli  
Idiano,Armenta,Manai c/o citta' fiera,azienda,ARTIDN34K05O267W,Martignacco ,Via Antonio Bardelli  
Oriando,Circhetta,Malloy-boxeur des rues c/o palmanova outlet,azienda,CIRORA41B36E881M,Aiello del friuli ,Strada Provinciale  
Nunziato,Ngresi,Maisons du monde c/o terminal nord,azienda,NGRNUA23H11K859X,Udine ,Via Tricesimo  
Conino,Caravella,Maison et cadeaux c/o pradamano shopping center,azienda,CARCON70P07K245W,Pradamano ,Via Nazionale   Lovaria
Fantino,Perfido,Magazzini ottici c/o torri d'europa,azienda,PERFAT36T26D984E,Trieste ,Via Italo Svevo  
Omer,Tamborrino,Magazzini ottici c/o citta' fiera,azienda,TAMOME19Y28X590X,Martignacco ,Via Antonio Bardelli  
Lotario,Gianfreda,M.v.n - em.vi.en. c/o i salici,azienda,GIRLOT55S03H107Z,Sacile ,Viale Europa   Cornadella
Alghisio,Lockley,M.b. di modri maurizio e zaffenni barbara s.n.c.,azienda,LOEALI69Y27W411D,Muggia ,Via Flavia di Aquilinia  
Sestilio,Padovano,Lush c/o citta' fiera,azienda,PAASET94U20F179P,Martignacco ,Via Antonio Bardelli  
Festo,Chirone,Luglio editore c/o montedoro shopping center,azienda,CHOFEO38O36A831S,Muggia ,Via Flavia di Stramare  
Fidelfranco,Placido,Lovable,azienda,PLIFII77J16F808L,Martignacco ,Via Antonio Bardelli  
Aduo,Marasigan,Loggia white store c/o tiare shopping,azienda,MARADU09O04W436W,Villesse ,Localita Maranuz  
Liuccio,Menghini,Live978 c/o tiare shopping,azienda,MEILIC51I24R835K,Villesse ,Localita Maranuz  
Rovigo,Palumbo capozza,Live978 c/o citta' fiera,azienda,PAZROO18Q35L184L,Martignacco ,Via Antonio Bardelli  
Olvino,Enea,Liv'in de longhi store c/o palmanova outlet,azienda,ENNOLI79L25X244F,Aiello del friuli ,Strada Provinciale  
Sandrino,Coppone,Liu jo uomo c/o palmanova outlet,azienda,COOSAN59J22V201A,Aiello del friuli ,Strada Provinciale  
Nelso,Verri,Lindt c/o tiare shopping,azienda,VERNEE34P21E551Q,Villesse ,Localita Maranuz  
Cirillo,Bavone,Lindt c/o palmanova outlet,azienda,BAOCIL59S28O567V,Aiello del friuli ,Strada Provinciale  
Reldo,Albergo,Linda di chen aidong,azienda,ALBREL81R33A985F,Tarvisio ,Via Vittorio Veneto  
Claro,Capirola,Lidl italia srl,azienda,CAACLA87S23L986U,Udine ,Viale Tricesimo  
Liprando,Trevisi,Lidl,azienda,TRILID75G04M353F,Cordenons ,Via Goetta  
Mamerto,Buharaja,Lidl,azienda,BUUMAT74B09Z926E,San vito al tagliamento ,Viale Udine  
Sosio,Sumadsad,Lidl,azienda,SUASOS24C15A780N,Cassacco ,Viale Pontebbana 
Feltre,Stocchetti,Lidl,azienda,STEFER36V16D444C,Gemona del friuli ,Via Taboga  
Arames,Ponzo,Levi's c/o citta' fiera,azienda,PONARM31Y19H312O,Martignacco ,Via Antonio Bardelli  
Sansone,D'amble',Leroy merlin italia srl,azienda,D  SAN57K35K622U,Martignacco ,Via Antonio Bardelli  
Jano,Cariglia,Leroy merlin c/o citta' fiera,azienda,CAIJAO66P00Z346R,Martignacco ,Via Antonio Bardelli  
Rosolo,Frugis,Legea c/o torri d'europa,azienda,FRUROO38W25A242T,Trieste ,Via Italo Svevo  
Orieldo,Bezzi,Lee - wrangler c/o palmanova outlet,azienda,BEIORR31O34B736B,Aiello del friuli ,Strada Provinciale  
Carluccio,Ammirabile,Le valli di carnia,azienda,AMICAA57C03V593F,Amaro ,Zona Industriale  
Agrippino,Nicolucci,Le torri d'europa - societa' consortile a resp.limitata,azienda,NIIAGI86W35B416T,Trieste ,Via Bartolomeo d Alviano  
Liliano,Primitivo,Le group c/o tiare shopping,azienda,PRILIN60M27D233L,Villesse ,Localita Maranuz  
Loro,De lorenzis,Ld,azienda,DENLOR44X14S824G,Gradisca d'isonzo ,Viale Trieste  
Lero,D'avanzo,Lavasecco alfea c/o belforte gran shopping,azienda,D ALEO36L19S522H,Monfalcone ,Via g  f  Pocar  
Mennato,De bartolomeis,Lavapiu' c/o pradamano shopping center,azienda,DEMMEN88U09F318M,Pradamano ,Via Nazionale   Lovaria
Castrenze,Balestrieri,Lava & cuce c/o terminal nord,azienda,BAACAA39G10E383M,Udine ,Via Tricesimo  
Reis,Libertini,Lava & cuce c/o montedoro shopping center,azienda,LIBREI43R39G298J,Muggia ,Via Flavia di Stramare  
Diotisalvi,Argentieri,Last minute tour c/o tiare shopping,azienda,ARNDIS57G19W242Q,Villesse ,Localita Maranuz  
Rodi,Ceino,Larredopiu' c/o citta' fiera,azienda,CEIROO88Q29Y758M,Martignacco ,Via Antonio Bardelli  
Reparato,Grendene,Lanificio angelico c/o palmanova outlet,azienda,GRNREO25U28V838I,Aiello del friuli ,Strada Provinciale  
Rezzieri,Gavazzi,Lagostina home&cook c/o palmanova outlet,azienda,GAZREE19E30G379S,Aiello del friuli ,Strada Provinciale  
Lisio,Invitto,La lavanda di kovaci laureta & c. sas,azienda,INOLII15B37C880N,Trieste ,Via della Ginnastica  b 
Rubis,De carlo,La freschezza s.a.s.,azienda,DECRUI17J16T560W,Grado ,Via Giosue  Carducci  
Ario,Scarpello,La flash c/o arcobaleno,azienda,SCOARO72N35H366F,Basiliano ,Via Corecian  
Genesio,Sarinelli,La feltrinelli c/o arcobaleno,azienda,SALGES16L37B985C,Basiliano ,Via Corecian  
Arduo,Carrafa,L'erbolario c/o tiare shopping,azienda,CAAARR67J19K710W,Villesse ,Localita Maranuz  
Algemiro,Lipi,L'erbolario c/o pradamano shopping center,azienda,LIIALO57J17Q238I,Pradamano ,Via Nazionale   Lovaria
Giovannantonio,Chimienti,L'erbolario c/o citta' fiera,azienda,CHEGIN76Y34O771K,Martignacco ,Via Antonio Bardelli  
Revel,Dieye,Komauli (s.r.l.),azienda,DIEREE04I25L607F,Gorizia ,Via Bosco Don Giovanni  
Probus,Serrati',Kocca,azienda,SEAPRO52J26H196Z,Aiello del friuli ,Sp  
Rimes,Sellani,Koala shoes c/o belforte gran shopping,azienda,SEIRII97Z19Z211Y,Monfalcone ,Via g  f  Pocar  
Brunetto,De maggio,Kit market c/o citta' fiera,azienda,DEABRT69Q01A034P,Martignacco ,Via Antonio Bardelli  
Pilerio,Damico,Kisene' c/o torri d'europa,azienda,DAAPII07J30Y118B,Trieste ,Via Italo Svevo  
Crocefisso,De pace,Kiko c/o torri d'europa,azienda,DEACRI17V22A735B,Trieste ,Via Italo Svevo  
Quisilio,Macalindol cadacio,Kiko c/o tiare shopping,azienda,MALQUU33T00Z332U,Villesse ,Localita Maranuz  
Drago,Nardomarino,Kiko c/o pradamano shopping center,azienda,NAADRR45T23Y445N,Pradamano ,Via Nazionale   Lovaria
Assuntino,Cattivera,Kiko c/o palmanova outlet,azienda,CARASS24M13J511E,Aiello del friuli ,Strada Provinciale  
Colombo,Riccio,Kiko c/o montedoro shopping center,azienda,RICCOM00W00M119D,Muggia ,Via Flavia di Stramare  
Nolberto,Tempesta,Kiko c/o i salici,azienda,TESNOL21J35P016Z,Sacile ,Viale Europa   Cornadella
Emilietto,Tripaldi,Kiko c/o gran fiume shopping,azienda,TRAEMO51I28A167B,Fiume veneto ,Via Maestri del Lavoro  
Algeri,Bellisario,Kiko c/o citta' fiera,azienda,BEOALI29L14J690B,Martignacco ,Via Antonio Bardelli  
Fedro,Gnutti,Kiko c/o belforte gran shopping,azienda,GNTFER12Z15V351I,Monfalcone ,Via g  f  Pocar  
Fiorello,Di castro,Kidult c/o citta' fiera,azienda,DIRFIO20M32O547R,Martignacco ,Via Antonio Bardelli  
Bandino,Nakulananth,Kids revolution outlet c/o citta' fiera,azienda,NAHBAN07F03A174M,Martignacco ,Via Antonio Bardelli  
Girlando,Majolo,Kids brands house by scoop c/o i salici,azienda,MAOGIR24G13O663D,Sacile ,Viale Europa   Cornadella
Ivreo,Campanile,Kiabi c/o citta' fiera,azienda,CAEIVO64S37A520V,Martignacco ,Via Antonio Bardelli  
Fenizio,Capilongo,Kennet street c/o citta' fiera,azienda,CAGFEZ68P17Q887B,Martignacco ,Via Antonio Bardelli  
Amoroso,Azzollino,Kasanova c/o torri d'europa,azienda,AZZAMO60H24V335Y,Trieste ,Via Italo Svevo  
Orsino,Carrafa,Kasanova c/o tiare shopping,azienda,CARORN85P16J826I,Villesse ,Localita Maranuz  
Elmiro,Muscella,Kasanova c/o i salici,azienda,MUAELL24D06S159U,Sacile ,Viale Europa   Cornadella
Dionisi,Micu,Kasanova c/o citta' fiera,azienda,MIUDII52T35G526H,Martignacco ,Via Antonio Bardelli  
Carolino,Diagne,Kappa outlet,azienda,DIICAL47Q15A884U,Aiello del friuli ,Sp  
Fanino,Onorato,Jysk c/o pradamano shopping center,azienda,ONRFAN97K20C076Y,Pradamano ,Via Nazionale   Lovaria
Orvinio,Galati,Just fashion c/o citta' fiera,azienda,GAIORO16O22X515C,Martignacco ,Via Antonio Bardelli  
Nemorino,Tettamante,Jules italia,azienda,TEENEE03N22H468F,Trieste ,Piazza della Borsa  
Novelio,Guidato,Jolidon c/o citta' fiera,azienda,GUANOL67L16G951V,Martignacco ,Via Antonio Bardelli  
Rodi,Hysi,John barritt c/o palmanova outlet,azienda,HYIROO28R27Z942F,Aiello del friuli ,Strada Provinciale  
Radio,Zippo,Jean louis david c/o torri d'europa,azienda,ZIIRAO70Z21I638Z,Trieste ,Via Italo Svevo  
Emanuele,Irno consalvo,Jean claude c/o friuli,azienda,IRNEMN29Q01G814J,Tavagnacco ,Via Nazionale  
Prando,Giumentaro,Jd c/o tiare shopping,azienda,GIEPRD47P30T420L,Villesse ,Localita Maranuz  
Panfilo,Guliersi,Jaked c/o palmanova outlet,azienda,GUSPAF06K37M377V,Aiello del friuli ,Strada Provinciale  
Arduilio,Martello,Jack & jones c/o tiare shopping,azienda,MARARI05M38Y520D,Villesse ,Localita Maranuz  
Dimo,Sandu,Jack & jones c/o gran fiume shopping,azienda,SADDIO47M36G139Y,Fiume veneto ,Via Maestri del Lavoro  
Remondino,Sole,Ixos c/o palmanova outlet,azienda,SOEREM83Z00I376C,Aiello del friuli ,Strada Provinciale  
Dardo,Magurano,Italian factory c/o palmanova outlet,azienda,MAODAD02X23K245I,Aiello del friuli ,Strada Provinciale  
Leonardino,Geronimo,Iperspak supermercato,azienda,GENLEA26K21E294J,Maniago ,Via Arba  
Radamesse,Lucente,Ipercoop,azienda,LUTRAS00Q26D122K,Gradisca d'isonzo ,Via Venuti  A 
Cenzo,Magrini,Ipercoop,azienda,MAICEZ23T36G420Z,Trieste ,Via Italo Svevo  
Gratiliano,Aliev,Ipercoop,azienda,ALVGRI63P11M522K,Trieste ,Via Italo Svevo  
Pepino,Sciarra,Ipercoop,azienda,SCAPEI24A30G802P,Villesse ,Localit   Maranuz  
Gioachino,Marciante,Ipercoop,azienda,MAIGIA94H14M524N,Muggia ,Via Flavia di Stramare  
Pelio,Granata,Ipercoop,azienda,GRAPEI83A07K939O,Muggia ,Via Flavia di Stramare  
Benino,Pinna,Iper visotto,azienda,PIIBEE78I18E692J,Buja ,Via Arrio  
Orsio,Solimene,Iper visotto,azienda,SOOORI93X24Y595M,Pordenone ,Via Dogana   Vallenoncello
Elvino,Rogondino,Iper visotto,azienda,ROOELN50F11N035M,Cordenons ,Via del Benessere  
Aldegondo,Galiano,Iper visotto,azienda,GAAALN56A06G185E,Chions ,Viale della Stazione  
Guerra,Mandal,Iper montebello s.p.a.,azienda,MADGUE98T28Y284U,Martignacco ,Via Cotonificio  
Lauriano,Pompigna,Iper conad,azienda,PONLAU72P05V747V,Martignacco ,Via Antonio Bardelli  
Euripide,De fazio,Intesa s.r.l.,azienda,DEEEUP74R21W483X,Udine ,Via Cividale  
Geminiano,Bevilacqua,Intesa s.r.l.,azienda,BEUGEN69G11N412B,Tavagnacco ,Via della Chiesa  
Amoroso,Gernone,Intesa s.r.l.,azienda,GEOAMO57Y33T250D,Pasian di prato ,Via Spilimbergo  
Solimano,Grecuccio,Intesa s.r.l.,azienda,GROSOO74H23H583W,Santa maria la longa ,Via Gabriele d Annunzio  
Gradisco,Pedrini,Intersport outlet c/o citta' fiera,azienda,PEEGRD94D18R646S,Martignacco ,Via Antonio Bardelli  
Lorando,Savoiardi,Interspar pradamano,azienda,SAOLOA61V01E799Z,Pradamano ,Via Pierpaolo Pasolini  Int   
Elvano,Stephen,Interspar pordenone (benedetto marcello),azienda,STTELL78Z04E301Q,Pordenone ,Via Benedetto Marcello   
Novenio,Cardillo,Interspar martignacco,azienda,CALNOV57H31N633K,Martignacco ,Ss  Spilimbergo 
Ricciotto,Coccia,Interspar cassacco,azienda,COARIT28W23L868X,Cassacco ,Viale Pontebbana   
Amperio,Capilungo,Interspar bagnaria arsa,azienda,CAIAMI82N07S021A,Bagnaria arsa ,Via E  Mattei  Loc Merlana 
Magdalo,Andrenucci,Ingross service di monaco sergio,azienda,ANNMAG83D03O865P,Fagagna ,Via Tosi Enore  
Oves,Scotto di quacquaro,In's mercato s.p.a.,azienda,SCQOVE16B28V086O,Udine ,Viale Palmanova  
Goriziano,Scagliarini,In's mercato s.p.a.,azienda,SCIGOZ80P16V853C,Trieste ,Via Diaz Armando  
Fiorenzio,Mazzara,In's mercato s.p.a.,azienda,MAZFIO52D06L389X,Trieste ,Via Catullo  
Neddo,Geronimo,In's mercato s.p.a.,azienda,GERNED88H01Q232S,Lignano sabbiadoro ,Viale Europa  
Ottobrino,Merico,In's mercato s.p.a.,azienda,MECOTO46I24D793Z,Pordenone ,Via Udine  
Ariosto,De luca andrioli,In's mercato s.p.a.,azienda,DEIARO68X19Y050C,Tolmezzo ,Via Torre Picotta  
Cirillo,Jadouri,In's mercato s.p.a.,azienda,JAACII44S26B823O,Monfalcone ,Via San Polo  
Mariuccio,Campanelli,In's,azienda,CAAMAC19R29K619N,Udine ,Via Marangoni  
Riger,Schiavone,In's,azienda,SCVRIR68M35E318Q,Pordenone ,Via Udine  
Iacono,Massi,In's,azienda,MAIIAA93B11A533D,Casarsa della delizia ,Via Carminati   
Germanico,Marcucci,In's,azienda,MAUGEC55M33V228X,,
Gilio,Suppa,In's,azienda,SUPGII78P38Q368R,San giorgio di nogaro ,Via del Macello  
Delio,Lubello,In's,azienda,LUEDEO93E26J539D,Trieste ,Via del Ponzianino  
Cruciano,Cavazzoni,In's,azienda,CAICRO36F18B857G,Trieste ,Via Revoltella  
Gianmatteo,Finamore,In's,azienda,FIOGIT83K39H895V,Trieste ,Via Orsera   
Ferriero,Zezza,In's,azienda,ZEZFEO96E19L561W,San lorenzo isontino ,Via Nazionale  
Dantino,Belvedere,In's,azienda,BERDAT08A18V832U,Azzano decimo ,Viale Rimembranze  
Cincinnato,Konyeva,In's,azienda,KOYCIN59N09D279W,Trieste ,Via Pietro Zorutti  
Elisio,Liuzzi,In's,azienda,LIIELO30L35Y113U,Pordenone ,Viale Michelangelo Grigoletti  
Argimiro,D'urso,In's,azienda,D OARO46Y03W584D,Monrupino ,Localita  Rupingrande   Repen
Neviano,D'elia,In's,azienda,D LNEA82H31F652Y,Gorizia ,Corso Italia  
Ferio,Uva,In s mercato s.p.a.,azienda,UVVFER66D14F335E,Udine ,Via Marangoni Antonio  
Aduilio,Sansonetti,In s mercato s.p.a.,azienda,SAIADI60Z32R886X,Monrupino ,Localita  Repen  
Gilfredo,Ferrandino,In s mercato s.p.a.,azienda,FEDGIL05R10N710G,Azzano decimo ,Viale Rimembranze 
Raguele,Sangiorgi,In s mercato s.p.a.,azienda,SARRAG10X37S303M,Trieste ,Via Zorutti Pietro  
Leopoldino,Petrera,Imperial distribuzioni s.r.l.,azienda,PEALED31T01Y102X,Arta terme ,Via Nazionale  
Asmerino,Salvatori,Imperial,azienda,SAVASS86Y24A956X,Martignacco ,Via Antonio Bardelli  
Oliveto,Servodio,Imperial,azienda,SEOOLO15J30T888V,Fiume veneto ,Via Maestri del Lavoro  
Renner,D'avanzo,Impares c/o tiare shopping,azienda,D  REE42F25C855U,Villesse ,Localita Maranuz  
Bonfante,Raimondo,Impares c/o montedoro shopping center,azienda,RAOBON55T23H213X,Muggia ,Via Fravia di Stramare  E 
Piergiorgio,Brecciarolla,Immobiliare riccardo s.r.l.,azienda,BRCPII81R02X998M,Fontanafredda ,Via Gian Giacomo Lirutti  
Lottario,Agnoli,Illiria shop c/o citta' fiera,azienda,AGNLOA70U31R137N,Martignacco ,Via Antonio Bardelli  
Corino,Galuppo,Il barbiere c/o citta' fiera,azienda,GAPCOO51V38E866I,Martignacco ,Via Antonio Bardelli  
Fioretto,Sances,Idexe' c/o tiare shopping,azienda,SANFIE08O13X191M,Villesse ,Localita Maranuz  
Libiano,Bongiorno,Idexe',azienda,BONLIA76L37N114A,Monfalcone ,Via g  f  Pocar  
Minuccio,Piglionica,Idexe',azienda,PINMIC45J11N591Y,Martignacco ,Via Antonio Bardelli  
Riberto,Cuna,Idexe',azienda,CUNRIE96G20X976B,Fiume veneto ,Via Maestri del Lavoro  
Leonisio,Lembo,Idee di festa di diglio assunta,azienda,LEBLES86L25E925J,Manzano ,Via Divisione Julia  
Raniere,Roberti,Ideando s.a.s. di stefano donadio & c.,azienda,ROBRAE60M14K607Z,Moimacco ,Via Orzano  
Carmelio,Treglia,Iceberg - paolo pecora - siviglia c/o palmanova outlet,azienda,TRACAL74B23W814E,Aiello del friuli ,Strada Provinciale  
Maffeo,Ragosta,Hz sas di hu anding,azienda,RAGMAO89C38Z299M,Codroipo ,Via Ermes di Colloredo  
Diotaiuti,Vergallo,Home design invista c/o citta' fiera,azienda,VEEDIT48J19O666I,Martignacco ,Via Antonio Bardelli  
Ambrogio,Gassama,Home carpet c/o citta' fiera,azienda,GAMAMI69A33V561W,Martignacco ,Via Antonio Bardelli  
Geppino,Murariu,Helty - parafarmacia emisfero,azienda,MUUGEE74G02S625M,Monfalcone ,Via Pocar g  f   
Bonomo,Galli,Helty - parafarmacia emisfero,azienda,GAABON93V14P338X,Fiume veneto ,Via Maestri del Lavoro  
Ozino,Panwar,Hdental c/o citta' fiera,azienda,PANOZN97C06M201Y,Martignacco ,Via Antonio Bardelli  
Novarro,Rashid,Hc parrucchieri c/o tiare shopping,azienda,RADNOR39W03V547Q,Villesse ,Localita Maranuz  
Fulgido,Borruto,Hc parrucchieri c/o i salici,azienda,BOTFUO12D15F056H,Sacile ,Viale Europa   Cornadella
Esedra,Kowoll,Hashtag c/o citta' fiera,azienda,KOLESA02S31Y322V,Martignacco ,Via Antonio Bardelli  
Porfilio,Anyayahan,Harmont&blaine jeans c/o palmanova outlet,azienda,ANYPOL04T35N618L,Aiello del friuli ,Strada Provinciale  
Giorgetto,Maroccia,Happy casa c/o terminal nord,azienda,MACGIE84H20B109W,Udine ,Via Tricesimo  
Luisi,Pacione,Hangar eighteen c/o palmanova outlet,azienda,PAILUI56D03Z798A,Aiello del friuli ,Strada Provinciale  
Durantino,Lestingi,H&m c/o tiare shopping,azienda,LEEDUR49Q09P006Y,Villesse ,Localita Maranuz  
Eglo,Buscicchio,H&m c/o montedoro shopping center,azienda,BUOEGG01Z09Q168S,Muggia ,Via Flavia di Stramare  
Iacopo,Altavilla,H & m,azienda,ALLIAP55Z14D172A,Villesse ,Localita Maraunz  
Roderico,Lavolpicella,Gutteridge c/o tiare shopping,azienda,LALROO94E13W670J,Villesse ,Localita Maranuz  
Simpliciano,Pezzulla,Gutteridge c/o citta' fiera,azienda,PEZSIM60B33U677R,Martignacco ,Via Antonio Bardelli  
Flero,Impollonia,Guess c/o tiare shopping,azienda,IMPFLE52G06R317Y,Villesse ,Localita Maranuz  
Ermocrate,Caiaffa sportella,Guess,azienda,CATERC40P33K586F,Martignacco ,Via Antonio Bardelli  
Letterino,Wu,Guatto andrea   marco,azienda,WUULEE75B34C054J,Udine ,Via Tiepolo Giovanni Battista  
Marileno,Abbaticola,Gsm communications c/o citta' fiera,azienda,ABBMAR37A37C993G,Martignacco ,Via Antonio Bardelli  
Giovanni,Lillo,Gs sport - new balance  superdry c/o palmanova outlet,azienda,LIOGII04G13T965V,Aiello del friuli ,Strada Provinciale  
Manilio,Tao,Gruppo coin spa,azienda,TAOMAO61X17H597G,Trieste ,Corso Italia  
Nicolangelo,Bucci,Gruppo coin s.p.a,azienda,BUCNIO81Q32C674V,Trieste ,Corso Italia  
Prassitele,Contrino,Greenwash c/o tiare shopping,azienda,COTPRS96S29C486J,Villesse ,Localita Maranuz  
Ruggero,Marcisz,Green house group c/o montedoro shopping center,azienda,MASRUG75Z19N059R,Muggia ,Via Flavia di Stramare  
Plinio,Ciccardi,Grandvision by optissimo c/o torri d'europa,azienda,CIDPLI46Q27V930D,Trieste ,Via Italo Svevo  
Giosuele,Balena,Grandvision by optissimo c/o citta' fiera,azienda,BALGII85W17I541W,Martignacco ,Via Antonio Bardelli  
Rideo,Macovei,Grandvision by avanzi c/o tiare shopping,azienda,MAIRID80A30X213S,Villesse ,Localita Maranuz  
Graziello,Cagliuli,Grandvision by avanzi c/o terminal nord,azienda,CAGGRL15R33N238C,Udine ,Via Tricesimo  
Masaniello,Farenga,Grandvision by avanzi c/o pradamano shopping center,azienda,FANMAO49F13M629O,Pradamano ,Via Nazionale   Lovaria
Ovidio,Mariano mariano,Grandvision by avanzi c/o montedoro shopping center,azienda,MAAOVD28A21E574S,Muggia ,Via Flavia di Stramare  
Pomponio,Valletta,Grandvision by avanzi c/o il giulia,azienda,VAEPOO40Z11R669N,Trieste ,Via Giulia  
Filinto,Sirsi,Golden point c/o torri d'europa,azienda,SIIFII96F36V998L,Trieste ,Via Italo Svevo  
Eriberto,Moscagiuli,Golden point c/o tiare shopping,azienda,MOUERE22L37Q840C,Villesse ,Localita Maranuz  
Conino,Nannavecchia,Golden point c/o pradamano shopping center,azienda,NANCOI55T02Z134F,Pradamano ,Via Nazionale   Lovaria
Firmano,Quintana,Golden point c/o i salici,azienda,QUUFII41L29A676M,Sacile ,Viale Europa   Cornadella
Ismeno,Trane,Golden point,azienda,TRAISE11K08P560R,Udine ,Viale Tricesimo  
Igor,Sakho,Golden point,azienda,SAAIGG71C09Y577Z,Martignacco ,Via Antonio Bardelli  
Icilio,Panarello,Goldart c/o tiare shopping,azienda,PALICI73M01I093R,Villesse ,Localita Maranuz  
Dominatore,Fumagalli,Gold c/o citta' fiera,azienda,FUGDOO72K06C241G,Martignacco ,Via Antonio Bardelli  
Eleonardo,Fecola,Godina s.r.l.,azienda,FEOELR87I08A716K,Gorizia ,Via dei Cappuccini  
Nazario,Boccuzzi,Globo c/o terminal nord,azienda,BOUNAA64L28T410S,Udine ,Via Tricesimo  
Marxino,Di carlo,Giunti al punto c/o torri d'europa,azienda,DIIMAX80T27E968R,Trieste ,Via Italo Svevo  
Contrano,Lovergine,Giunti al punto c/o tiare shopping,azienda,LOICOO22C29H064Y,Villesse ,Localita Maranuz  
Onder,Lucrezio,Giunti al punto c/o pradamano shopping center,azienda,LUUONR59O19X426Y,Pradamano ,Via Nazionale   Lovaria
Bino,Comi,Giunti al punto c/o montedoro shopping center,azienda,COMBII06N09V724M,Muggia ,Via Flavia di Stramare  
Boris,Martin barban,Giunti al punto c/o i salici,azienda,MAIBOS65K19Z503P,Sacile ,Viale Europa   Cornadella
Rosildo,Tessitore,Giunti al punto c/o gran fiume shopping,azienda,TESROS33Y17F597S,Fiume veneto ,Via Maestri del Lavoro  
Silvestro,Lozupone,Giunti al punto c/o citta' fiera,azienda,LOUSIR53K02K624L,Martignacco ,Via Antonio Bardelli  
Pensiero,Plenteda,Giorgini massimo,azienda,PLLPER99N14I272O,Trieste ,Via Conti  a 
Rifredo,Mendola,Giomart s.r.l.,azienda,MENRIF26S32C976P,Pordenone ,Via Musile   
Fellino,Chiarello,Gioielli di valenza c/o gran fiume shopping,azienda,CHIFEL87D07V943V,Fiume veneto ,Via Maestri del Lavoro  
Gaspare,D'acquarica,Gioielleria athmosfera,azienda,D CGAA19P36C969X,Torreano ,Via a  Bardelli  
Pierandrea,Nica,Gill parrucchieri c/o belforte gran shopping,azienda,NIIPIR57I04E119G,Monfalcone ,Via g  f  Pocar  
Anelusco,Gaballo,Geox c/o torri d'europa,azienda,GABANE56Z39H542L,Trieste ,Via Italo Svevo  
